format	excluded	sequence_id	source_name	gb_gi_number	gb_primary_accession	gb_accession_version	gb_locus	gb_length	gb_lab_construct	gb_organism	gb_isolate	gb_taxonomy	gb_host	gb_country	gb_collection_year	gb_collection_month	gb_collection_month_day	gb_create_date	gb_update_date	gb_serotype	gb_topotype	sample_type	place_sampled	tissue_sampled	passage_history	passage_cells
GENBANK_XML	no	KP820898	ncbi-curated	914339590	KP820898	KP820898.1	KP820898	3944	NULL	Bluetongue virus 1	SPA2007/04	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Spain	2007	NULL	NULL	16/08/2015	16/08/2015	1	NULL	field	Cordoba	blood	E1C6/36 1BHK4	Mammalian
GENBANK_XML	no	KP820899	ncbi-curated	914339592	KP820899	KP820899.1	KP820899	3944	NULL	Bluetongue virus 1	SPA2007/05	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Spain	2007	NULL	NULL	16/08/2015	16/08/2015	1	NULL	field	Pias Vasco	blood	E1C6/36 1BHK3	Mammalian
GENBANK_XML	no	KP820900	ncbi-curated	914339594	KP820900	KP820900.1	KP820900	3944	NULL	Bluetongue virus 1	SPA2008/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Spain	2008	NULL	NULL	16/08/2015	16/08/2015	1	NULL	field	Asturias	blood	E1C6/36 1BHK4	Mammalian
GENBANK_XML	no	KP820901	ncbi-curated	914339596	KP820901	KP820901.1	KP820901	3944	NULL	Bluetongue virus 1	SPA2009/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Spain	2009	NULL	NULL	16/08/2015	16/08/2015	1	NULL	field	Galicia	blood	E1C6/36 1BHK5	Mammalian
GENBANK_XML	no	KP820902	ncbi-curated	914339598	KP820902	KP820902.1	KP820902	3944	NULL	Bluetongue virus 1	SUD1987/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	Sudan	1987	APR	16	16/08/2015	16/08/2015	1	NULL	field	NULL	Culicoides imicola	E2BHK2PP1BHK2	Mammalian
GENBANK_XML	no	KP820903	ncbi-curated	914339600	KP820903	KP820903.1	KP820903	3944	NULL	Bluetongue virus 1	TUN2007/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Tunisia	2007	SEP	NULL	16/08/2015	16/08/2015	1	NULL	field	NULL	blood	KC1	Culicoides
GENBANK_XML	no	KP820904	ncbi-curated	914339602	KP820904	KP820904.1	KP820904	3944	NULL	Bluetongue virus 2	FRA2001/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	France	2001	JUL	NULL	16/08/2015	16/08/2015	2	NULL	field	Corsica	NULL	V1BHK5	Mammalian
GENBANK_XML	no	KP820905	ncbi-curated	914339604	KP820905	KP820905.1	KP820905	3944	NULL	Bluetongue virus 2	FRA2001/03	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	France	2001	SEP	12	16/08/2015	16/08/2015	2	NULL	field	Corsica	blood	BHK3	Mammalian
GENBANK_XML	no	KP820906	ncbi-curated	914339606	KP820906	KP820906.1	KP820906	3944	NULL	Bluetongue virus 2	FRA2001/06	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	France	2001	SEP	2	16/08/2015	16/08/2015	2	NULL	field	Corsica	blood	E1BHK2	Mammalian
GENBANK_XML	no	KP820907	ncbi-curated	914339608	KP820907	KP820907.1	KP820907	3944	NULL	Bluetongue virus 2	ISR2001/17	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Israel	2001	FEB	27	16/08/2015	16/08/2015	2	NULL	field	Yokneam	spleen	E1BHK5	Mammalian
GENBANK_XML	no	KP820908	ncbi-curated	914339610	KP820908	KP820908.1	KP820908	3944	NULL	Bluetongue virus 2	ITL2002/02	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Culicoides pulicaris	Italy	2002	JUL	18	16/08/2015	16/08/2015	2	NULL	field	Novara di Sicilia-Sicily	Culicoides pulicaris	E1BHK5	Mammalian
GENBANK_XML	no	KP820909	ncbi-curated	914339612	KP820909	KP820909.1	KP820909	3944	NULL	Bluetongue virus 2	ITL2002/07	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Italy	2002	JUL	18	16/08/2015	16/08/2015	2	NULL	field	S.Angelo di Brolo-Sicily	spleen	E1BHK7	Mammalian
GENBANK_XML	no	KP820910	ncbi-curated	914339614	KP820910	KP820910.1	KP820910	3944	NULL	Bluetongue virus 2	RSArrrr/02	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	South Africa	1959	NULL	NULL	16/08/2015	16/08/2015	2	NULL	reference	Ermelo-Transvaal	NULL	E2BHK7	Mammalian
GENBANK_XML	no	KP820911	ncbi-curated	914339616	KP820911	KP820911.1	KP820911	3944	NULL	Bluetongue virus 2	RSAvvvv/02	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	South Africa	1958	NULL	NULL	16/08/2015	16/08/2015	2	NULL	vaccine	Transvaal	NULL	E50P3BHK5	Mammalian
GENBANK_XML	no	KP820912	ncbi-curated	914339618	KP820912	KP820912.1	KP820912	3944	NULL	Bluetongue virus 2	SAD2001/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Italy	2001	DEC	29	16/08/2015	16/08/2015	2	NULL	field	Sardinia	spleen	E1BHK2	Mammalian
GENBANK_XML	no	KP820913	ncbi-curated	914339620	KP820913	KP820913.1	KP820913	3944	NULL	Bluetongue virus 2	SAD2001/03	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Italy	2001	DEC	29	16/08/2015	16/08/2015	2	NULL	field	Sardinia	spleen	E1BHK3	Mammalian
GENBANK_XML	no	KP820914	ncbi-curated	914339622	KP820914	KP820914.1	KP820914	3944	NULL	Bluetongue virus 2	SAD2002/02	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Italy	2002	JAN	2	16/08/2015	16/08/2015	2	NULL	field	Sardinia	blood	E1BHK3	Mammalian
GENBANK_XML	no	KP820915	ncbi-curated	914339624	KP820915	KP820915.1	KP820915	3944	NULL	Bluetongue virus 2	SPA2005/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Spain	2005	JUL	11	16/08/2015	16/08/2015	2	NULL	field	NULL	blood	E1BHK2	Mammalian
GENBANK_XML	no	KP820916	ncbi-curated	914339626	KP820916	KP820916.1	KP820916	3944	NULL	Bluetongue virus 2	SUD1983/05	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Culicoides sp.	Sudan	1983	OCT	NULL	16/08/2015	16/08/2015	2	NULL	field	Nyala	Culicoides spp	LD3BHK5	Mammalian
GENBANK_XML	no	KP820917	ncbi-curated	914339628	KP820917	KP820917.1	KP820917	3944	NULL	Bluetongue virus 2	TUN2000/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	Tunisia	2000	FEB	3	16/08/2015	16/08/2015	2	NULL	field	NULL	NULL	E1BHK5	Mammalian
GENBANK_XML	no	KP820918	ncbi-curated	914339630	KP820918	KP820918.1	KP820918	3944	NULL	Bluetongue virus 3	CYP1958/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	Cyprus	1958	MAR	NULL	16/08/2015	16/08/2015	3	NULL	field	NULL	NULL	BHK?	Mammalian
GENBANK_XML	no	KP820919	ncbi-curated	914339632	KP820919	KP820919.1	KP820919	3944	NULL	Bluetongue virus 3	RSArrrr/03	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	South Africa	1943	NULL	NULL	16/08/2015	16/08/2015	3	NULL	reference	Larnaca-Cyprus	NULL	E1BHK6	Mammalian
GENBANK_XML	no	KP820920	ncbi-curated	914339634	KP820920	KP820920.1	KP820920	3944	NULL	Bluetongue virus 4	CYP1969/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Cyprus	1969	NULL	NULL	16/08/2015	16/08/2015	4	NULL	field	NULL	blood	BHK8	Mammalian
GENBANK_XML	no	KP820921	ncbi-curated	914339636	KP820921	KP820921.1	KP820921	3944	NULL	Bluetongue virus 4	CYP2004/03	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Cyprus	2004	FEB	12	16/08/2015	16/08/2015	4	NULL	field	Ammochostos	spleen	CPAE1BHK6	Mammalian
GENBANK_XML	no	KP820922	ncbi-curated	914339638	KP820922	KP820922.1	KP820922	3944	NULL	Bluetongue virus 4	CYP2011/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Cyprus	2011	OCT	20	16/08/2015	16/08/2015	4	NULL	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides
GENBANK_XML	no	KP820923	ncbi-curated	914339640	KP820923	KP820923.1	KP820923	3944	NULL	Bluetongue virus 4	CYP2011/02	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Cyprus	2011	OCT	20	16/08/2015	16/08/2015	4	NULL	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides
GENBANK_XML	no	KP820924	ncbi-curated	914339642	KP820924	KP820924.1	KP820924	3944	NULL	Bluetongue virus 4	CYP2011/03	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Cyprus	2011	OCT	20	16/08/2015	16/08/2015	4	NULL	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides
GENBANK_XML	no	KP820925	ncbi-curated	914339644	KP820925	KP820925.1	KP820925	3944	NULL	Bluetongue virus 4	CYP2011/04	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Cyprus	2011	OCT	21	16/08/2015	16/08/2015	4	NULL	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides
GENBANK_XML	no	KP820926	ncbi-curated	914339646	KP820926	KP820926.1	KP820926	3944	NULL	Bluetongue virus 4	CYP2011/05	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Cyprus	2011	OCT	21	16/08/2015	16/08/2015	4	NULL	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides
GENBANK_XML	no	KP820927	ncbi-curated	914339648	KP820927	KP820927.1	KP820927	3944	NULL	Bluetongue virus 4	EGY1977/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	Egypt	1977	NULL	NULL	16/08/2015	16/08/2015	4	NULL	field	NULL	NULL	E?BHK?	Mammalian
GENBANK_XML	no	KP820928	ncbi-curated	914339650	KP820928	KP820928.1	KP820928	3944	NULL	Bluetongue virus 4	FRA2003/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	France	2003	NULL	NULL	16/08/2015	16/08/2015	4	NULL	field	Corsica	NULL	E1BHK3	Mammalian
GENBANK_XML	no	KP820929	ncbi-curated	914339652	KP820929	KP820929.1	KP820929	3944	NULL	Bluetongue virus 4	COR2003/02 (FRA2003-03.124)	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	France	2003	NULL	NULL	16/08/2015	16/08/2015	4	NULL	field	Corsica	NULL	E1BHK3	Mammalian
GENBANK_XML	no	KP820930	ncbi-curated	914339654	KP820930	KP820930.1	KP820930	3944	NULL	Bluetongue virus 4	COR2003/06 (FRA2003-200)	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	France	2003	NULL	NULL	16/08/2015	16/08/2015	4	NULL	field	Corsica	NULL	E1BHK4	Mammalian
GENBANK_XML	no	KP820931	ncbi-curated	914339656	KP820931	KP820931.1	KP820931	3944	NULL	Bluetongue virus 4	GRE1979/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Greece	1979	NULL	NULL	16/08/2015	16/08/2015	4	NULL	field	Madamados-Lesvos	spleen	E2BHK9	Mammalian
GENBANK_XML	no	KP820932	ncbi-curated	914339658	KP820932	KP820932.1	KP820932	3944	NULL	Bluetongue virus 4	GRE1999/24	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Greece	1999	NULL	NULL	16/08/2015	16/08/2015	4	NULL	field	Mandriko-Rhodes	blood	E2BHK6	Mammalian
GENBANK_XML	no	KP820933	ncbi-curated	914339660	KP820933	KP820933.1	KP820933	3944	NULL	Bluetongue virus 4	GRE1999/26	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Culicoides obsoletus	Greece	1999	OCT	15	16/08/2015	16/08/2015	4	NULL	field	Keramidi-Magnesia	Culicoides obsoletus	BHK6	Mammalian
GENBANK_XML	no	KP820934	ncbi-curated	914339662	KP820934	KP820934.1	KP820934	3944	NULL	Bluetongue virus 4	GRE2000/07	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Greece	2000	OCT	3	16/08/2015	16/08/2015	4	NULL	field	Arta	blood	E2BHK5	Mammalian
GENBANK_XML	no	KP820935	ncbi-curated	914339664	KP820935	KP820935.1	KP820935	3944	NULL	Bluetongue virus 4	GRE2000/08	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Culicoides obsoletus	Greece	2000	APR	13	16/08/2015	16/08/2015	4	NULL	field	Kavala	Culicoides obsoletus	BHK7	Mammalian
GENBANK_XML	no	KP820936	ncbi-curated	914339666	KP820936	KP820936.1	KP820936	3944	NULL	Bluetongue virus 4	GRE2012/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Greece	2012	NOV	NULL	16/08/2015	16/08/2015	4	NULL	field	Rhodes	blood	KC1BHK1	Culicoides-Mammalian
GENBANK_XML	no	KP820937	ncbi-curated	914339668	KP820937	KP820937.1	KP820937	3944	NULL	Bluetongue virus 4	GRE2012/02	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Greece	2012	NOV	NULL	16/08/2015	16/08/2015	4	NULL	field	Rhodes	blood	KC1BHK1	Culicoides-Mammalian
GENBANK_XML	no	KP820938	ncbi-curated	914339670	KP820938	KP820938.1	KP820938	3944	NULL	Bluetongue virus 4	GRE2012/03	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Greece	2012	NOV	NULL	16/08/2015	16/08/2015	4	NULL	field	Rhodes	blood	KC1BHK1	Culicoides-Mammalian
GENBANK_XML	no	KP820939	ncbi-curated	914339672	KP820939	KP820939.1	KP820939	3944	NULL	Bluetongue virus 4	ISR2006/12	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Israel	2006	NOV	17	16/08/2015	16/08/2015	4	NULL	field	Elyakim	NULL	CE1BHK1	Mammalian
GENBANK_XML	no	KP820940	ncbi-curated	914339674	KP820940	KP820940.1	KP820940	3944	NULL	Bluetongue virus 24	ISR2008/02	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Israel	2008	OCT	13	16/08/2015	16/08/2015	24	NULL	field	Zde Eliahu	blood	E2BHK2	Mammalian
GENBANK_XML	no	KP820941	ncbi-curated	914339676	KP820941	KP820941.1	KP820941	3944	NULL	Bluetongue virus 4	MOR2004/02	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Morocco	2004	SEP	NULL	16/08/2015	16/08/2015	4	NULL	field	El Kebir	blood	E1BHK4	Mammalian
GENBANK_XML	no	KP820942	ncbi-curated	914339678	KP820942	KP820942.1	KP820942	3944	NULL	Bluetongue virus 4	MOR2009/07	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Morocco	2009	OCT	28	16/08/2015	16/08/2015	4	NULL	field	Azrou	blood	KC1	Culicoides
GENBANK_XML	no	KP820943	ncbi-curated	914339680	KP820943	KP820943.1	KP820943	3944	NULL	Bluetongue virus 4	MOR2009/08	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Morocco	2009	OCT	28	16/08/2015	16/08/2015	4	NULL	field	Azrou	blood	KC1	Culicoides
GENBANK_XML	no	KP820944	ncbi-curated	914339682	KP820944	KP820944.1	KP820944	3944	NULL	Bluetongue virus 4	MOR2009/09	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Morocco	2009	OCT	28	16/08/2015	16/08/2015	4	NULL	field	Azrou	blood	KC1	Culicoides
GENBANK_XML	no	KP820945	ncbi-curated	914339684	KP820945	KP820945.1	KP820945	3944	NULL	Bluetongue virus 4	MOR2009/10	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Morocco	2009	OCT	29	16/08/2015	16/08/2015	4	NULL	field	Marrakesh	blood	KC1	Culicoides
GENBANK_XML	no	KP820946	ncbi-curated	914339686	KP820946	KP820946.1	KP820946	3944	NULL	Bluetongue virus 4	RSArrrr/04	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	South Africa	1969	NULL	NULL	16/08/2015	16/08/2015	4	NULL	reference	Cyprus	NULL	BHK9	Mammalian
GENBANK_XML	no	KP820947	ncbi-curated	914339688	KP820947	KP820947.1	KP820947	3944	NULL	Bluetongue virus 4	SPA2003/03	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Spain	2003	NOV	17	16/08/2015	16/08/2015	4	NULL	field	Menorca	blood	E1BHK3	Mammalian
GENBANK_XML	no	KP820948	ncbi-curated	914339690	KP820948	KP820948.1	KP820948	3944	NULL	Bluetongue virus 4	SPA2004/02	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Spain	2004	NULL	NULL	16/08/2015	16/08/2015	4	NULL	field	Cadiz-Jimena de la Frontera	blood	E1BHK1	Mammalian
GENBANK_XML	no	KP820949	ncbi-curated	914339692	KP820949	KP820949.1	KP820949	3944	NULL	Bluetongue virus 4	SPA2005/02	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Spain	2005	AUG	10	16/08/2015	16/08/2015	4	NULL	field	NULL	blood	E1BHK2	Mammalian
GENBANK_XML	no	KP820950	ncbi-curated	914339694	KP820950	KP820950.1	KP820950	3944	NULL	Bluetongue virus 4	SPA2010/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Spain	2010	SEP	NULL	16/08/2015	16/08/2015	4	NULL	field	Cadiz-Vejer de la Frontera	blood	E1C636 1BHK4	Mammalian
GENBANK_XML	no	KP820951	ncbi-curated	914339696	KP820951	KP820951.1	KP820951	3944	NULL	Bluetongue virus 4	SUD1983/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Sudan	1983	OCT	11	16/08/2015	16/08/2015	4	NULL	field	Shambat	blood	E1BHK2	Mammalian
GENBANK_XML	no	KP820952	ncbi-curated	914339698	KP820952	KP820952.1	KP820952	3944	NULL	Bluetongue virus 8	ISR2008/13	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Israel	2008	NOV	27	16/08/2015	16/08/2015	8	NULL	field	Rosh ha-nikra	spleen	KC2	Culicoides
GENBANK_XML	no	KP820953	ncbi-curated	914339700	KP820953	KP820953.1	KP820953	3944	NULL	Bluetongue virus 8	GRE2008/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Greece	2008	NULL	NULL	16/08/2015	16/08/2015	8	NULL	field	Aghia Paraskevi- Lesvos	blood	KC1	Culicoides
GENBANK_XML	no	KP820954	ncbi-curated	914339702	KP820954	KP820954.1	KP820954	3944	NULL	Bluetongue virus 8	NET2008/03	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Netherlands	2008	AUG	7	16/08/2015	16/08/2015	8	NULL	field	Staphorst	blood	KC1BHK1	Culicoides-Mammalian
GENBANK_XML	no	KP820955	ncbi-curated	914339704	KP820955	KP820955.1	KP820955	3944	NULL	Bluetongue virus 19	RSA1998/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Capra hircus	South Africa	1998	JUL	NULL	16/08/2015	16/08/2015	19	NULL	field	NULL	blood	E2CER3BHK2	Mammalian
GENBANK_XML	no	KP820956	ncbi-curated	914339706	KP820956	KP820956.1	KP820956	3944	NULL	Bluetongue virus 8	RSArrrr/08	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	South Africa	1937	NULL	NULL	16/08/2015	16/08/2015	8	NULL	reference	Onderstepoort	NULL	E2BHK7	Mammalian
GENBANK_XML	no	KP820957	ncbi-curated	914339708	KP820957	KP820957.1	KP820957	3944	NULL	Bluetongue virus 8	UKG2007/06	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	United Kingdom	2007	SEP	21	16/08/2015	16/08/2015	8	NULL	field	Baylham-Ipswich-Suffolk	blood	KC1	Culicoides
GENBANK_XML	no	KP820958	ncbi-curated	914339710	KP820958	KP820958.1	KP820958	3944	NULL	Bluetongue virus 9	BOS2002/02	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Bosnia and Herzegovina	2002	AUG	14	16/08/2015	16/08/2015	9	NULL	field	Milici-Vlasenica-Srpska	blood	E1BHK3	Mammalian
GENBANK_XML	no	KP820959	ncbi-curated	914339712	KP820959	KP820959.1	KP820959	3944	NULL	Bluetongue virus 9	BUL1999/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	Bulgaria	1999	SEP	29	16/08/2015	16/08/2015	9	NULL	field	NULL	NULL	E1BHK5	Mammalian
GENBANK_XML	no	KP820960	ncbi-curated	914339714	KP820960	KP820960.1	KP820960	3944	NULL	Bluetongue virus 9	GRE1998/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Greece	1998	NOV	3	16/08/2015	16/08/2015	9	NULL	field	Afandou-Rhodes	blood	E2BHK10	Mammalian
GENBANK_XML	no	KP820961	ncbi-curated	914339716	KP820961	KP820961.1	KP820961	3944	NULL	Bluetongue virus 9	GRE1999/06	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Greece	1999	SEP	29	16/08/2015	16/08/2015	9	NULL	field	Ierissos-Chalkidiki	blood	E2BHK6	Mammalian
GENBANK_XML	no	KP820962	ncbi-curated	914339718	KP820962	KP820962.1	KP820962	3944	NULL	Bluetongue virus 9	GRE1999/31	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Bos taurus	Greece	1999	NOV	25	16/08/2015	16/08/2015	9	NULL	field	Aghia Paraskevi- Lesvos	spleen	KC1	Culicoides
GENBANK_XML	no	KP820963	ncbi-curated	914339720	KP820963	KP820963.1	KP820963	3944	NULL	Bluetongue virus 9	ITL2003/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Italy	2003	APR	2	16/08/2015	16/08/2015	9	NULL	field	Nissoria-Enna-Sicily	spleen	BHK7	Mammalian
GENBANK_XML	no	KP820964	ncbi-curated	914339722	KP820964	KP820964.1	KP820964	3944	NULL	Bluetongue virus 9	KOS2001/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Kosovo	2001	SEP	12	16/08/2015	16/08/2015	9	NULL	field	Sadovine-Viti-Pristina	blood	E1BHK2	Mammalian
GENBANK_XML	no	KP820965	ncbi-curated	914339724	KP820965	KP820965.1	KP820965	3944	NULL	Bluetongue virus 9	KOS2001/03	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Kosovo	2001	AUG	30	16/08/2015	16/08/2015	9	NULL	field	Sllatina-Podujevo-Pristina	blood	E1BHK4	Mammalian
GENBANK_XML	no	KP820966	ncbi-curated	914339726	KP820966	KP820966.1	KP820966	3944	NULL	Bluetongue virus 9	LIB2008/08	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Libya	2008	SEP	NULL	16/08/2015	16/08/2015	9	NULL	field	NULL	blood	KC1BHK1	Culicoides-Mammalian
GENBANK_XML	no	KP820967	ncbi-curated	914339728	KP820967	KP820967.1	KP820967	3944	NULL	Bluetongue virus 9	LIB2008/03	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Libya	2008	SEP	NULL	16/08/2015	16/08/2015	9	NULL	field	NULL	blood	KC2	Culicoides
GENBANK_XML	no	KP820968	ncbi-curated	914339730	KP820968	KP820968.1	KP820968	3944	NULL	Bluetongue virus 9	RSArrrr/09	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	South Africa	1942	NULL	NULL	16/08/2015	16/08/2015	9	NULL	reference	Pretoria-Transvaal	NULL	E3BHK8	Mammalian
GENBANK_XML	no	KP820969	ncbi-curated	914339732	KP820969	KP820969.1	KP820969	3944	NULL	Bluetongue virus 9	RSAvvv1/09	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	South Africa	1942	NULL	NULL	16/08/2015	16/08/2015	9	NULL	vaccine	Pretoria-Transvaal	NULL	E70BHK2P1BHK3P7BHK6	Mammalian
GENBANK_XML	no	KP820970	ncbi-curated	914339734	KP820970	KP820970.1	KP820970	3944	NULL	Bluetongue virus 9	SER2001/01	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Serbia	2001	OCT	7	16/08/2015	16/08/2015	9	NULL	field	NULL	blood	E1BHK4	Mammalian
GENBANK_XML	no	KP820971	ncbi-curated	914339736	KP820971	KP820971.1	KP820971	3944	NULL	Bluetongue virus 9	TUR1998/02	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Turkey	1998	OCT	NULL	16/08/2015	16/08/2015	9	NULL	field	Aydin	blood	E1BHK1V2	Mammalian
GENBANK_XML	no	KP820972	ncbi-curated	914339738	KP820972	KP820972.1	KP820972	3944	NULL	Bluetongue virus 9	TUR2000/03	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	Turkey	2000	NULL	NULL	16/08/2015	16/08/2015	9	NULL	field	Manisa	NULL	E2BHK9	Mammalian
GENBANK_XML	no	KP820973	ncbi-curated	914339740	KP820973	KP820973.1	KP820973	3944	NULL	Bluetongue virus 9	TUR2001/02	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	Ovis aries	Turkey	2001	JAN	NULL	16/08/2015	16/08/2015	9	NULL	field	Aydin	blood	E1BHK1V1BHK1	Mammalian
GENBANK_XML	no	KP820974	ncbi-curated	914339742	KP820974	KP820974.1	KP820974	3944	NULL	Bluetongue virus 14	CAR1982/04	Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	NULL	Cameroon	1982	JAN	14	16/08/2015	16/08/2015	14	NULL	field	NULL	NULL	E2BHK3	Mammalian
