sequence_id	gb_primary_accession	gb_locus	gb_segment	gb_segment_corrected	gb_isolate	gb_isolate_corrected	gb_host	gb_host_corrected	gb_country	gb_country_corrected	gb_collection_year	gb_collection_year_corrected	gb_collection_month	gb_collection_month_corrected	gb_collection_month_day	gb_collection_month_day_corrected	gb_serotype	gb_serotype_corrected
KP696555	KP696555	KP696555	4		BTV-1/IND2003/04				India		2003							
KP696556	KP696556	KP696556	5		BTV-1/IND2003/04				India		2003							
KP696557	KP696557	KP696557	6		BTV-1/IND2003/04				India		2003							
KP696558	KP696558	KP696558	7		BTV-1/IND2003/04				India		2003							
KP696559	KP696559	KP696559	8		BTV-1/IND2003/04				India		2003							
KP696560	KP696560	KP696560	9		BTV-1/IND2003/04				India		2003							
KP696561	KP696561	KP696561	10		BTV-1/IND2003/04				India		2003							
KP696562	KP696562	KP696562	1		BTV-1/IND2003/05				India		2003							
KP696563	KP696563	KP696563	2		BTV-1/IND2003/05				India		2003							
KP696564	KP696564	KP696564	3		BTV-1/IND2003/05				India		2003							
KP696565	KP696565	KP696565	4		BTV-1/IND2003/05				India		2003							
KP696566	KP696566	KP696566	5		BTV-1/IND2003/05				India		2003							
KP696567	KP696567	KP696567	6		BTV-1/IND2003/05				India		2003							
KP696568	KP696568	KP696568	7		BTV-1/IND2003/05				India		2003							
KP696569	KP696569	KP696569	8		BTV-1/IND2003/05				India		2003							
KP696570	KP696570	KP696570	9		BTV-1/IND2003/05				India		2003							
KP696571	KP696571	KP696571	10		BTV-1/IND2003/05				India		2003							
KP696572	KP696572	KP696572	1		BTV-1/IND2003/10				India		2003							
KP696573	KP696573	KP696573	2		BTV-1/IND2003/10				India		2003							
KP696574	KP696574	KP696574	3		BTV-1/IND2003/10				India		2003							
KP696575	KP696575	KP696575	4		BTV-1/IND2003/10				India		2003							
KP696576	KP696576	KP696576	5		BTV-1/IND2003/10				India		2003							
KP696577	KP696577	KP696577	6		BTV-1/IND2003/10				India		2003							
KP696578	KP696578	KP696578	7		BTV-1/IND2003/10				India		2003							
KP696579	KP696579	KP696579	8		BTV-1/IND2003/10				India		2003							
KP696580	KP696580	KP696580	9		BTV-1/IND2003/10				India		2003							
KP696581	KP696581	KP696581	10		BTV-1/IND2003/10				India		2003							
KP696582	KP696582	KP696582	1		BTV-2/IND1993/01				India		1993							
KP696583	KP696583	KP696583	2		BTV-2/IND1993/01				India		1993							
KP696584	KP696584	KP696584	3		BTV-2/IND1993/01				India		1993							
KP696585	KP696585	KP696585	4		BTV-2/IND1993/01				India		1993							
KP696586	KP696586	KP696586	5		BTV-2/IND1993/01				India		1993							
KP696587	KP696587	KP696587	6		BTV-2/IND1993/01				India		1993							
KP696588	KP696588	KP696588	7		BTV-2/IND1993/01				India		1993							
KP696589	KP696589	KP696589	8		BTV-2/IND1993/01				India		1993							
KP696590	KP696590	KP696590	9		BTV-2/IND1993/01				India		1993							
KP696591	KP696591	KP696591	10		BTV-2/IND1993/01				India		1993							
KP696592	KP696592	KP696592	1		BTV-2/IND2003/01				India		2003							
KP696593	KP696593	KP696593	2		BTV-2/IND2003/01				India		2003							
KP696594	KP696594	KP696594	3		BTV-2/IND2003/01				India		2003							
KP696595	KP696595	KP696595	4		BTV-2/IND2003/01				India		2003							
KP696596	KP696596	KP696596	5		BTV-2/IND2003/01				India		2003							
KP696597	KP696597	KP696597	6		BTV-2/IND2003/01				India		2003							
KP696598	KP696598	KP696598	7		BTV-2/IND2003/01				India		2003							
KP696599	KP696599	KP696599	8		BTV-2/IND2003/01				India		2003							
KP696600	KP696600	KP696600	9		BTV-2/IND2003/01				India		2003							
KP696601	KP696601	KP696601	10		BTV-2/IND2003/01				India		2003							
KP696602	KP696602	KP696602	1		BTV-2/IND2003/03				India		2003							
KP696603	KP696603	KP696603	2		BTV-2/IND2003/03				India		2003							
KP696604	KP696604	KP696604	3		BTV-2/IND2003/03				India		2003							
KP696605	KP696605	KP696605	4		BTV-2/IND2003/03				India		2003							
KP696606	KP696606	KP696606	5		BTV-2/IND2003/03				India		2003							
KP696607	KP696607	KP696607	6		BTV-2/IND2003/03				India		2003							
KP696608	KP696608	KP696608	7		BTV-2/IND2003/03				India		2003							
KP696609	KP696609	KP696609	8		BTV-2/IND2003/03				India		2003							
KP696610	KP696610	KP696610	9		BTV-2/IND2003/03				India		2003							
KP696611	KP696611	KP696611	10		BTV-2/IND2003/03				India		2003							
KP696612	KP696612	KP696612	1		BTV-9/IND2004/02				India		2004							
KP696613	KP696613	KP696613	2		BTV-9/IND2004/02				India		2004							
KP696614	KP696614	KP696614	3		BTV-9/IND2004/02				India		2004							
KP696615	KP696615	KP696615	4		BTV-9/IND2004/02				India		2004							
KP696616	KP696616	KP696616	5		BTV-9/IND2004/02				India		2004							
KP696617	KP696617	KP696617	6		BTV-9/IND2004/02				India		2004							
KP696618	KP696618	KP696618	7		BTV-9/IND2004/02				India		2004							
KP696619	KP696619	KP696619	8		BTV-9/IND2004/02				India		2004							
KP696620	KP696620	KP696620	9		BTV-9/IND2004/02				India		2004							
KP696621	KP696621	KP696621	10		BTV-9/IND2004/02				India		2004							
KP696622	KP696622	KP696622	1		BTV-9/IND2004/04				India		2004							
KP696623	KP696623	KP696623	2		BTV-9/IND2004/04				India		2004							
KP696624	KP696624	KP696624	3		BTV-9/IND2004/04				India		2004							
KP696625	KP696625	KP696625	4		BTV-9/IND2004/04				India		2004							
KP696626	KP696626	KP696626	5		BTV-9/IND2004/04				India		2004							
KP696627	KP696627	KP696627	6		BTV-9/IND2004/04				India		2004							
KP696628	KP696628	KP696628	7		BTV-9/IND2004/04				India		2004							
KP696629	KP696629	KP696629	8		BTV-9/IND2004/04				India		2004							
KP696630	KP696630	KP696630	9		BTV-9/IND2004/04				India		2004							
KP696631	KP696631	KP696631	10		BTV-9/IND2004/04				India		2004							
KP696632	KP696632	KP696632	1		BTV-9/IND2005/01				India		2005							
KP696633	KP696633	KP696633	2		BTV-9/IND2005/01				India		2005							
KP696634	KP696634	KP696634	3		BTV-9/IND2005/01				India		2005							
KP696635	KP696635	KP696635	4		BTV-9/IND2005/01				India		2005							
KP696636	KP696636	KP696636	5		BTV-9/IND2005/01				India		2005							
KP696637	KP696637	KP696637	6		BTV-9/IND2005/01				India		2005							
KP696638	KP696638	KP696638	7		BTV-9/IND2005/01				India		2005							
KP696639	KP696639	KP696639	9		BTV-9/IND2005/01				India		2005							
KP696640	KP696640	KP696640	10		BTV-9/IND2005/01				India		2005							
KP696641	KP696641	KP696641	1		BTV-9/IND2005/02				India		2005							
KP696642	KP696642	KP696642	2		BTV-9/IND2005/02				India		2005							
KP696643	KP696643	KP696643	3		BTV-9/IND2005/02				India		2005							
KP696644	KP696644	KP696644	4		BTV-9/IND2005/02				India		2005							
KP696645	KP696645	KP696645	5		BTV-9/IND2005/02				India		2005							
KP696646	KP696646	KP696646	6		BTV-9/IND2005/02				India		2005							
KP696647	KP696647	KP696647	7		BTV-9/IND2005/02				India		2005							
KP696648	KP696648	KP696648	8		BTV-9/IND2005/02				India		2005							
KP696649	KP696649	KP696649	9		BTV-9/IND2005/02				India		2005							
KP696650	KP696650	KP696650	10		BTV-9/IND2005/02				India		2005							
KP696651	KP696651	KP696651	1		BTV-9/IND2005/03				India		2005							
KP696652	KP696652	KP696652	2		BTV-9/IND2005/03				India		2005							
KP696653	KP696653	KP696653	3		BTV-9/IND2005/03				India		2005							
KP696654	KP696654	KP696654	4		BTV-9/IND2005/03				India		2005							
KP696655	KP696655	KP696655	5		BTV-9/IND2005/03				India		2005							
KP696656	KP696656	KP696656	6		BTV-9/IND2005/03				India		2005							
KP696657	KP696657	KP696657	7		BTV-9/IND2005/03				India		2005							
KP696658	KP696658	KP696658	8		BTV-9/IND2005/03				India		2005							
KP696659	KP696659	KP696659	9		BTV-9/IND2005/03				India		2005							
KP696660	KP696660	KP696660	10		BTV-9/IND2005/03				India		2005							
KP696661	KP696661	KP696661	1		BTV-23/IND1997/01				India		1997							
KP696662	KP696662	KP696662	3		BTV-23/IND1997/01				India		1997							
KP696663	KP696663	KP696663	4		BTV-23/IND1997/01				India		1997							
KP696664	KP696664	KP696664	5		BTV-23/IND1997/01				India		1997							
KP696665	KP696665	KP696665	6		BTV-23/IND1997/01				India		1997							
KP696666	KP696666	KP696666	7		BTV-23/IND1997/01				India		1997							
KP696667	KP696667	KP696667	8		BTV-23/IND1997/01				India		1997							
KP696668	KP696668	KP696668	9		BTV-23/IND1997/01				India		1997							
KP696669	KP696669	KP696669	10		BTV-23/IND1997/01				India		1997							
KP696670	KP696670	KP696670	1		BTV-23/IND2004/07				India		2004							
KP696671	KP696671	KP696671	2		BTV-23/IND2004/07				India		2004							
KP696672	KP696672	KP696672	3		BTV-23/IND2004/07				India		2004							
KP696673	KP696673	KP696673	4		BTV-23/IND2004/07				India		2004							
KP696674	KP696674	KP696674	5		BTV-23/IND2004/07				India		2004							
KP696675	KP696675	KP696675	6		BTV-23/IND2004/07				India		2004							
KP696676	KP696676	KP696676	7		BTV-23/IND2004/07				India		2004							
KP696677	KP696677	KP696677	8		BTV-23/IND2004/07				India		2004							
KP696678	KP696678	KP696678	9		BTV-23/IND2004/07				India		2004							
KP696679	KP696679	KP696679	10		BTV-23/IND2004/07				India		2004							
KP696680	KP696680	KP696680	1		BTV-23/IND2004/08				India		2004							
KP696681	KP696681	KP696681	2		BTV-23/IND2004/08				India		2004							
KP696682	KP696682	KP696682	3		BTV-23/IND2004/08				India		2004							
KP696683	KP696683	KP696683	4		BTV-23/IND2004/08				India		2004							
KP696684	KP696684	KP696684	5		BTV-23/IND2004/08				India		2004							
KP696685	KP696685	KP696685	6		BTV-23/IND2004/08				India		2004							
KP696686	KP696686	KP696686	7		BTV-23/IND2004/08				India		2004							
KP696687	KP696687	KP696687	8		BTV-23/IND2004/08				India		2004							
KP696688	KP696688	KP696688	9		BTV-23/IND2004/08				India		2004							
KP696689	KP696689	KP696689	10		BTV-23/IND2004/08				India		2004							
KP696690	KP696690	KP696690	1		BTV-23/IND2004/09				India		2004							
KP696691	KP696691	KP696691	2		BTV-23/IND2004/09				India		2004							
KP696692	KP696692	KP696692	3		BTV-23/IND2004/09				India		2004							
KP696693	KP696693	KP696693	4		BTV-23/IND2004/09				India		2004							
KP696694	KP696694	KP696694	5		BTV-23/IND2004/09				India		2004							
KP696695	KP696695	KP696695	6		BTV-23/IND2004/09				India		2004							
KP696696	KP696696	KP696696	7		BTV-23/IND2004/09				India		2004							
KP696697	KP696697	KP696697	8		BTV-23/IND2004/09				India		2004							
KP696698	KP696698	KP696698	9		BTV-23/IND2004/09				India		2004							
KP696699	KP696699	KP696699	10		BTV-23/IND2004/09				India		2004							
KP735614	KP735614	KP735614			JBP42/Ind/2012		Bos taurus		India		2011						1	
KP820860	KP820860	KP820860	1		FRA2008/27		Bos taurus		France		2008						8	
KP820861	KP820861	KP820861	1		FRA2008/28		Bos taurus		France		2008						8	
KP820862	KP820862	KP820862	1		FRA2008/29		Bos taurus		France		2008						8	
KP820863	KP820863	KP820863	1		RSArrrr/14		Ovis aries		South Africa		1959						14	
KP820864	KP820864	KP820864	1		RSArrrr/15		Bos taurus		South Africa		1960						15	
KP820865	KP820865	KP820865	1		CYP2004/01		Ovis aries		Cyprus		2004						16	
KP820866	KP820866	KP820866	1		CYP2006/01		Bos taurus		Cyprus		2006						16	
KP820867	KP820867	KP820867	1		CYP2010/03		Bos taurus		Cyprus		2010						16	
KP820868	KP820868	KP820868	1		COR2004/01		Ovis aries		France		2004						16	
KP820869	KP820869	KP820869	1		GRE1999/13		Ovis aries		Greece		1999						16	
KP820870	KP820870	KP820870	1		GRE2008/10		Ovis aries		Greece		2008						16	
KP820871	KP820871	KP820871	1		ISR2001/18		Ovis aries		Israel		2001						16	
KP820872	KP820872	KP820872	1		ISR2008/03		Capra hircus		Israel		2008						16	
KP820873	KP820873	KP820873	1		RSAvvvv/16		Ovis aries		South Africa		1960						16	
KP820874	KP820874	KP820874	1		TUR2000/01				Turkey		2000						16	
KP820875	KP820875	KP820875	1		ALG2006/01		Ovis aries		Algeria		2006						1	
KP820876	KP820876	KP820876	1		ALG2006/04		Ovis aries		Algeria		2006						1	
KP820877	KP820877	KP820877	1		ALG2008/10		Ovis aries		Algeria		2008						1	
KP820878	KP820878	KP820878	1		CAR1982/01		Ovis aries		Cameroon		1982						1	
KP820879	KP820879	KP820879	1		FRA2008/21		Bos taurus		France		2008						1	
KP820880	KP820880	KP820880	1		FRA2008/22		Ovis aries		France		2008						1	
KP820881	KP820881	KP820881	1		FRA2008/23		Bos taurus		France		2008						1	
KP820882	KP820882	KP820882	1		FRA2008/25		Bos taurus		France		2008						1	
KP820883	KP820883	KP820883	1		FRA2008/26		Bos taurus		France		2008						1	
KP820884	KP820884	KP820884	1		GIB2007/06		Ovis aries		Gibraltar		2007						1	
KP820885	KP820885	KP820885	1		GRE2001/01		Ovis aries		Greece		2001						1	
KP820886	KP820886	KP820886	1		GRE2001/06		Ovis aries		Greece		2001						1	
KP820887	KP820887	KP820887	1		GRE2001/10		Ovis aries		Greece		2001						1	
KP820888	KP820888	KP820888	1		LIB2007/06		Ovis aries		Libya		2007						1	
KP820889	KP820889	KP820889	1		MOR2006/06		Ovis aries		Morocco		2006						1	
KP820890	KP820890	KP820890	1		MOR2007/01		Ovis aries		Morocco		2007						1	
KP820891	KP820891	KP820891	1		MOR2007/02		Ovis aries		Morocco		2007						1	
KP820892	KP820892	KP820892	1		MOR2007/03		Ovis aries		Morocco		2007						1	
KP820893	KP820893	KP820893	1		MOR2007/04		Ovis aries		Morocco		2007						1	
KP820894	KP820894	KP820894	1		MOR2009/01		Ovis aries		Morocco		2009						1	
KP820895	KP820895	KP820895	1		MOR2009/04		Ovis aries		Morocco		2009						1	
KP820896	KP820896	KP820896	1		MOR2009/06		Ovis aries		Morocco		2009						1	
KP820897	KP820897	KP820897	1		RSAvvvv/01		Ovis aries		South Africa		1958						1	
KP820898	KP820898	KP820898	1		SPA2007/04		Bos taurus		Spain		2007						1	
KP820899	KP820899	KP820899	1		SPA2007/05		Bos taurus		Spain		2007						1	
KP820900	KP820900	KP820900	1		SPA2008/01		Ovis aries		Spain		2008						1	
KP820901	KP820901	KP820901	1		SPA2009/01		Bos taurus		Spain		2009						1	
KP820902	KP820902	KP820902	1		SUD1987/01				Sudan		1987						1	
KP820903	KP820903	KP820903	1		TUN2007/01		Ovis aries		Tunisia		2007						1	
KP820904	KP820904	KP820904	1		FRA2001/01				France		2001						2	
KP820905	KP820905	KP820905	1		FRA2001/03		Ovis aries		France		2001						2	
KP820906	KP820906	KP820906	1		FRA2001/06		Ovis aries		France		2001						2	
KP820907	KP820907	KP820907	1		ISR2001/17		Ovis aries		Israel		2001						2	
KP820908	KP820908	KP820908	1		ITL2002/02		Culicoides pulicaris		Italy		2002						2	
KP820909	KP820909	KP820909	1		ITL2002/07		Ovis aries		Italy		2002						2	
KP820910	KP820910	KP820910	1		RSArrrr/02		Ovis aries		South Africa		1959						2	
KP820911	KP820911	KP820911	1		RSAvvvv/02		Ovis aries		South Africa		1958						2	
KP820912	KP820912	KP820912	1		SAD2001/01		Ovis aries		Italy		2001						2	
KP820913	KP820913	KP820913	1		SAD2001/03		Ovis aries		Italy		2001						2	
KP820914	KP820914	KP820914	1		SAD2002/02		Ovis aries		Italy		2002						2	
KP820915	KP820915	KP820915	1		SPA2005/01		Bos taurus		Spain		2005						2	
KP820916	KP820916	KP820916	1		SUD1983/05		Culicoides sp.		Sudan		1983						2	
KP820917	KP820917	KP820917	1		TUN2000/01				Tunisia		2000						2	
KP820918	KP820918	KP820918	1		CYP1958/01				Cyprus		1958						3	
KP820919	KP820919	KP820919	1		RSArrrr/03		Ovis aries		South Africa		1943						3	
KP820920	KP820920	KP820920	1		CYP1969/01		Bos taurus		Cyprus		1969						4	
KP820921	KP820921	KP820921	1		CYP2004/03		Ovis aries		Cyprus		2004						4	
KP820922	KP820922	KP820922	1		CYP2011/01		Ovis aries		Cyprus		2011						4	
KP820923	KP820923	KP820923	1		CYP2011/02		Ovis aries		Cyprus		2011						4	
KP820924	KP820924	KP820924	1		CYP2011/03		Ovis aries		Cyprus		2011						4	
KP820925	KP820925	KP820925	1		CYP2011/04		Ovis aries		Cyprus		2011						4	
KP820926	KP820926	KP820926	1		CYP2011/05		Ovis aries		Cyprus		2011						4	
KP820927	KP820927	KP820927	1		EGY1977/01				Egypt		1977						4	
KP820928	KP820928	KP820928	1		FRA2003/01				France		2003						4	
KP820929	KP820929	KP820929	1		FRA2003-03.124				France		2003						4	
KP820930	KP820930	KP820930	1		FRA2003-200				France		2003						4	
KP820931	KP820931	KP820931	1		GRE1979/01		Ovis aries		Greece		1979						4	
KP820932	KP820932	KP820932	1		GRE1999/24		Ovis aries		Greece		1999						4	
KP820933	KP820933	KP820933	1		GRE1999/26		Culicoides obsoletus		Greece		1999						4	
KP820934	KP820934	KP820934	1		GRE2000/07		Ovis aries		Greece		2000						4	
KP820935	KP820935	KP820935	1		GRE2000/08		Culicoides obsoletus		Greece		2000						4	
KP820936	KP820936	KP820936	1		GRE2012/01		Ovis aries		Greece		2012						4	
KP820937	KP820937	KP820937	1		GRE2012/02		Ovis aries		Greece		2012						4	
KP820938	KP820938	KP820938	1		GRE2012/03		Ovis aries		Greece		2012						4	
KP820939	KP820939	KP820939	1		ISR2006/12		Ovis aries		Israel		2006						4	
KP820940	KP820940	KP820940	1		ISR2008/02		Bos taurus		Israel		2008						4	
KP820941	KP820941	KP820941	1		MOR2004/02		Ovis aries		Morocco		2004						4	
KP820942	KP820942	KP820942	1		MOR2009/07		Ovis aries		Morocco		2009						4	
KP820943	KP820943	KP820943	1		MOR2009/08		Ovis aries		Morocco		2009						4	
KP820944	KP820944	KP820944	1		MOR2009/09		Ovis aries		Morocco		2009						4	
KP820945	KP820945	KP820945	1		MOR2009/10		Ovis aries		Morocco		2009						4	
KP820946	KP820946	KP820946	1		RSArrrr/04		Ovis aries		South Africa		1969						4	
KP820947	KP820947	KP820947	1		SPA2003/03		Ovis aries		Spain		2003						4	
KP820948	KP820948	KP820948	1		SPA2004/02		Ovis aries		Spain		2004						4	
KP820949	KP820949	KP820949	1		SPA2005/02		Bos taurus		Spain		2005						4	
KP820950	KP820950	KP820950	1		SPA2010/01		Bos taurus		Spain		2010						4	
KP820951	KP820951	KP820951	1		SUD1983/01		Bos taurus		Sudan		1983						4	
KP820952	KP820952	KP820952	1		ISR2008/13		Bos taurus		Israel		2008						8	
KP820953	KP820953	KP820953	1		GRE2008/01		Ovis aries		Greece		2008						8	
KP820954	KP820954	KP820954	1		NET2008/03		Bos taurus		Netherlands		2008						8	
KP820955	KP820955	KP820955	1		RSA1998/01		Capra hircus		South Africa		1998						8	
KP820956	KP820956	KP820956	1		RSArrrr/08		Ovis aries		South Africa		1937						8	
KP820957	KP820957	KP820957	1		UKG2007/06		Bos taurus		United Kingdom		2007						8	
KP820958	KP820958	KP820958	1		BOS2002/02		Ovis aries		Bosnia and Herzegovina		2002						9	
KP820959	KP820959	KP820959	1		BUL1999/01				Bulgaria		1999						9	
KP820960	KP820960	KP820960	1		GRE1998/01		Ovis aries		Greece		1998						9	
KP820961	KP820961	KP820961	1		GRE1999/06		Ovis aries		Greece		1999						9	
KP820962	KP820962	KP820962	1		GRE1999/31		Bos taurus		Greece		1999						9	
KP820963	KP820963	KP820963	1		ITL2003/01		Ovis aries		Italy		2003						9	
KP820964	KP820964	KP820964	1		KOS2001/01		Ovis aries		Kosovo		2001						9	
KP820965	KP820965	KP820965	1		KOS2001/03		Ovis aries		Kosovo		2001						9	
KP820966	KP820966	KP820966	1		LIB2008/08		Ovis aries		Libya		2008						9	
KP820967	KP820967	KP820967	1		LIB2008/03		Ovis aries		Libya		2008						9	
KP820968	KP820968	KP820968	1		RSArrrr/09		Ovis aries		South Africa		1942						9	
KP820969	KP820969	KP820969	1		RSAvvv1/09		Ovis aries		South Africa		1942						9	
KP820970	KP820970	KP820970	1		SER2001/01		Ovis aries		Serbia		2001						9	
KP820971	KP820971	KP820971	1		TUR1998/02		Ovis aries		Turkey		1998						9	
KP820972	KP820972	KP820972	1		TUR2000/03				Turkey		2000						9	
KP820973	KP820973	KP820973	1		TUR2001/02		Ovis aries		Turkey		2001						9	
KP820974	KP820974	KP820974	1		CAR1982/04				Cameroon		1982						14	
KP820975	KP820975	KP820975	1		POL2012/01		Bos taurus		Poland		2012						14	
KP820976	KP820976	KP820976	1		RUS2011/01		Bos taurus		Russia		2011						14	
KP820977	KP820977	KP820977	1		SPA2012/01		Bos taurus		Spain		2012						14	
KP820978	KP820978	KP820978	1		ISR2006/11		Ovis aries		Israel		2006						15	
KP820979	KP820979	KP820979	1		8 inactivated vaccine		NULL		Netherlands								8	
KP820980	KP820980	KP820980	2		FRA2008/27		Bos taurus		France		2008						8	
KP820981	KP820981	KP820981	2		FRA2008/28		Bos taurus		France		2008						8	
KP820982	KP820982	KP820982	2		FRA2008/29		Bos taurus		France		2008						8	
KP820983	KP820983	KP820983	2		RSArrrr/14		Ovis aries		South Africa		1959						14	
KP820984	KP820984	KP820984	2		RSArrrr/15		Bos taurus		South Africa		1960						15	
KP820985	KP820985	KP820985	2		CYP2004/01		Ovis aries		Cyprus		2004						16	
KP820986	KP820986	KP820986	2		CYP2006/01		Bos taurus		Cyprus		2006						16	
KP820987	KP820987	KP820987	2		CYP2010/03		Bos taurus		Cyprus		2010						16	
KP820988	KP820988	KP820988	2		COR2004/01		Ovis aries		France		2004						16	
KP820989	KP820989	KP820989	2		GRE1999/13		Ovis aries		Greece		1999						16	
KP820990	KP820990	KP820990	2		GRE2008/10		Ovis aries		Greece		2008						16	
KP820991	KP820991	KP820991	2		ISR2001/18		Ovis aries		Israel		2001						16	
KP820992	KP820992	KP820992	2		ISR2008/03		Capra hircus		Israel		2008						16	
KP820993	KP820993	KP820993	2		RSAvvvv/16		Ovis aries		South Africa		1960						16	
KP820994	KP820994	KP820994	2		TUR2000/01				Turkey		2000						16	
KP820995	KP820995	KP820995	2		ALG2006/01		Ovis aries		Algeria		2006						1	
KP820996	KP820996	KP820996	2		ALG2006/04		Ovis aries		Algeria		2006						1	
KP820997	KP820997	KP820997	2		ALG2008/10		Ovis aries		Algeria		2008						1	
KP820998	KP820998	KP820998	2		CAR1982/01		Ovis aries		Cameroon		1982						1	
KP820999	KP820999	KP820999	2		FRA2008/21		Bos taurus		France		2008						1	
KP821000	KP821000	KP821000	2		FRA2008/22		Ovis aries		France		2008						1	
KP821001	KP821001	KP821001	2		FRA2008/23		Bos taurus		France		2008						1	
KP821002	KP821002	KP821002	2		FRA2008/25		Bos taurus		France		2008						1	
KP821003	KP821003	KP821003	2		FRA2008/26		Bos taurus		France		2008						1	
KP821004	KP821004	KP821004	2		GIB2007/06		Ovis aries		Gibraltar		2007						1	
KP821005	KP821005	KP821005	2		GRE2001/01		Ovis aries		Greece		2001						1	
KP821006	KP821006	KP821006	2		GRE2001/06		Ovis aries		Greece		2001						1	
KP821007	KP821007	KP821007	2		GRE2001/10		Ovis aries		Greece		2001						1	
KP821008	KP821008	KP821008	2		LIB2007/06		Ovis aries		Libya		2007						1	
KP821009	KP821009	KP821009	2		MOR2006/06		Ovis aries		Morocco		2006						1	
KP821010	KP821010	KP821010	2		MOR2007/01		Ovis aries		Morocco		2007						1	
KP821011	KP821011	KP821011	2		MOR2007/02		Ovis aries		Morocco		2007						1	
KP821012	KP821012	KP821012	2		MOR2007/03		Ovis aries		Morocco		2007						1	
KP821013	KP821013	KP821013	2		MOR2007/04		Ovis aries		Morocco		2007						1	
KP821014	KP821014	KP821014	2		MOR2009/01		Ovis aries		Morocco		2009						1	
KP821015	KP821015	KP821015	2		MOR2009/04		Ovis aries		Morocco		2009						1	
KP821016	KP821016	KP821016	2		MOR2009/06		Ovis aries		Morocco		2009						1	
KP821017	KP821017	KP821017	2		RSAvvvv/01		Ovis aries		South Africa		1958						1	
KP821018	KP821018	KP821018	2		SPA2007/04		Bos taurus		Spain		2007						1	
KP821019	KP821019	KP821019	2		SPA2007/05		Bos taurus		Spain		2007						1	
KP821020	KP821020	KP821020	2		SPA2008/01		Ovis aries		Spain		2008						1	
KP821021	KP821021	KP821021	2		SPA2009/01		Bos taurus		Spain		2009						1	
KP821022	KP821022	KP821022	2		SUD1987/01		NULL		Sudan		1987						1	
KP821023	KP821023	KP821023	2		TUN2007/01		Ovis aries		Tunisia		2007						1	
KP821024	KP821024	KP821024	2		FRA2001/01		NULL		France		2001						2	
KP821025	KP821025	KP821025	2		FRA2001/03		Ovis aries		France		2001						2	
KP821026	KP821026	KP821026	2		FRA2001/06		Ovis aries		France		2001						2	
KP821027	KP821027	KP821027	2		ISR2001/17		Ovis aries		Israel		2001						2	
KP821028	KP821028	KP821028	2		ITL2002/02		Culicoides pulicaris		Italy		2002						2	
KP821029	KP821029	KP821029	2		ITL2002/07		Ovis aries		Italy		2002						2	
KP821030	KP821030	KP821030	2		RSArrrr/02		Ovis aries		South Africa		1959						2	
KP821031	KP821031	KP821031	2		RSAvvvv/02		Ovis aries		South Africa		1958						2	
KP821032	KP821032	KP821032	2		SAD2001/01		Ovis aries		Italy		2001						2	
KP821033	KP821033	KP821033	2		SAD2001/03		Ovis aries		Italy		2001						2	
KP821034	KP821034	KP821034	2		SAD2002/02		Ovis aries		Italy		2002						2	
KP821035	KP821035	KP821035	2		SPA2005/01		Bos taurus		Spain		2005						2	
KP821036	KP821036	KP821036	2		SUD1983/05		Culicoides sp.		Sudan		1983						2	
KP821037	KP821037	KP821037	2		TUN2000/01				Tunisia		2000						2	
KP821038	KP821038	KP821038	2		CYP1958/01				Cyprus		1958						3	
KP821039	KP821039	KP821039	2		RSArrrr/03		Ovis aries		South Africa		1943						3	
KP821040	KP821040	KP821040	2		CYP1969/01		Bos taurus		Cyprus		1969						4	
KP821041	KP821041	KP821041	2		CYP2004/03		Ovis aries		Cyprus		2004						4	
KP821042	KP821042	KP821042	2		CYP2011/01		Ovis aries		Cyprus		2011						4	
KP821043	KP821043	KP821043	2		CYP2011/02		Ovis aries		Cyprus		2011						4	
KP821044	KP821044	KP821044	2		CYP2011/03		Ovis aries		Cyprus		2011						4	
KP821045	KP821045	KP821045	2		CYP2011/04		Ovis aries		Cyprus		2011						4	
KP821046	KP821046	KP821046	2		CYP2011/05		Ovis aries		Cyprus		2011						4	
KP821047	KP821047	KP821047	2		EGY1977/01				Egypt		1977						4	
KP821048	KP821048	KP821048	2		FRA2003/01				France		2003						4	
KP821049	KP821049	KP821049	2		FRA2003-03.124				France		2003						4	
KP821050	KP821050	KP821050	2		FRA2003-200				France		2003						4	
KP821051	KP821051	KP821051	2		GRE1979/01		Ovis aries		Greece		1979						4	
KP821052	KP821052	KP821052	2		GRE1999/24		Ovis aries		Greece		1999						4	
KP821053	KP821053	KP821053	2		GRE1999/26		Culicoides obsoletus		Greece		1999						4	
KP821054	KP821054	KP821054	2		GRE2000/07		Ovis aries		Greece		2000						4	
KP821055	KP821055	KP821055	2		GRE2000/08		Culicoides obsoletus		Greece		2000						4	
KP821056	KP821056	KP821056	2		GRE2012/01		Ovis aries		Greece		2012						4	
KP821057	KP821057	KP821057	2		GRE2012/02		Ovis aries		Greece		2012						4	
KP821058	KP821058	KP821058	2		GRE2012/03		Ovis aries		Greece		2012						4	
KP821059	KP821059	KP821059	2		ISR2006/12		Ovis aries		Israel		2006						4	
KP821060	KP821060	KP821060	2		ISR2008/02		Bos taurus		Israel		2008						4	
KP821061	KP821061	KP821061	2		MOR2004/02		Ovis aries		Morocco		2004						4	
KP821062	KP821062	KP821062	2		MOR2009/07		Ovis aries		Morocco		2009						4	
KP821063	KP821063	KP821063	2		MOR2009/08		Ovis aries		Morocco		2009						4	
