sequence_id	sample_type	place_sampled	tissue_sampled	passage_history	passage_cells	pmid_reference	alt_reference	alt_reference_url
KP821004	field		blood	KC2	Culicoides	26252219		
KP821005	field	Agiasos-Achladeri-Lesvos	spleen	BHK5	Mammalian	26252219		
KP821006	field	Smiksi-Grevena	spleen	BHK10	Mammalian	26252219		
KP821007	field	Potamia-Paramithia-Thesprotia	spleen	E1BHK7	Mammalian	26252219		
KP821008	field	Green Mountain	blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP821009	field	Guenfouda-Oujda	blood	E1BSR4BHK2	Mammalian	26252219		
KP821010	field	Khouribga	blood	KC1	Culicoides	26252219		
KP821011	field	Settat	blood	KC1	Culicoides	26252219		
KP821012	field	Rabat	blood	KC1	Culicoides	26252219		
KP821013	field	Kenitra	blood	KC1	Culicoides	26252219		
KP821014	field	Fes	blood	KC1	Culicoides	26252219		
KP821015	field	Fes	blood	KC1	Culicoides	26252219		
KP821016	field	Marrakesh	blood	KC1	Culicoides	26252219		
KP821017	vaccine	Natal		E50P3BHK7	Mammalian	26252219		
KP821018	field	Cordoba	blood	E1C6/36 1BHK4	Mammalian	26252219		
KP821019	field	Pias Vasco	blood	E1C6/36 1BHK3	Mammalian	26252219		
KP821020	field	Asturias	blood	E1C6/36 1BHK4	Mammalian	26252219		
KP821021	field	Galicia	blood	E1C6/36 1BHK5	Mammalian	26252219		
KP821022	field		Culicoides imicola	E2BHK2PP1BHK2	Mammalian	26252219		
KP821023	field		blood	KC1	Culicoides	26252219		
KP821024	field	Corsica		V1BHK5	Mammalian	26252219		
KP821025	field	Corsica	blood	BHK3	Mammalian	26252219		
KP821026	field	Corsica	blood	E1BHK2	Mammalian	26252219		
KP821027	field	Yokneam	spleen	E1BHK5	Mammalian	26252219		
KP821028	field	Novara di Sicilia-Sicily	Culicoides pulicaris	E1BHK5	Mammalian	26252219		
KP821029	field	S.Angelo di Brolo-Sicily	spleen	E1BHK7	Mammalian	26252219		
KP821030	reference	Ermelo-Transvaal		E2BHK7	Mammalian	26252219		
KP821031	vaccine	Transvaal		E50P3BHK5	Mammalian	26252219		
KP821032	field	Sardinia	spleen	E1BHK2	Mammalian	26252219		
KP821033	field	Sardinia	spleen	E1BHK3	Mammalian	26252219		
KP821034	field	Sardinia	blood	E1BHK3	Mammalian	26252219		
KP821035	field		blood	E1BHK2	Mammalian	26252219		
KP821036	field	Nyala	Culicoides spp	LD3BHK5	Mammalian	26252219		
KP821037	field			E1BHK5	Mammalian	26252219		
KP821038	field			BHK?	Mammalian	26252219		
KP821039	reference	Larnaca-Cyprus		E1BHK6	Mammalian	26252219		
KP821040	field		blood	BHK8	Mammalian	26252219		
KP821041	field	Ammochostos	spleen	CPAE1BHK6	Mammalian	26252219		
KP821042	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides	26252219		
KP821043	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides	26252219		
KP821044	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides	26252219		
KP821045	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides	26252219		
KP821046	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides	26252219		
KP821047	field			E?BHK?	Mammalian	26252219		
KP821048	field	Corsica		E1BHK3	Mammalian	26252219		
KP821049	field	Corsica		E1BHK3	Mammalian	26252219		
KP821050	field	Corsica		E1BHK4	Mammalian	26252219		
KP821051	field	Madamados-Lesvos	spleen	E2BHK9	Mammalian	26252219		
KP821052	field	Mandriko-Rhodes	blood	E2BHK6	Mammalian	26252219		
KP821053	field	Keramidi-Magnesia	Culicoides obsoletus	BHK6	Mammalian	26252219		
KP821054	field	Arta	blood	E2BHK5	Mammalian	26252219		
KP821055	field	Kavala	Culicoides obsoletus	BHK7	Mammalian	26252219		
KP821056	field	Rhodes	blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP821057	field	Rhodes	blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP821058	field	Rhodes	blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP821059	field	Elyakim		CE1BHK1	Mammalian	26252219		
KP821060	field	Zde Eliahu	blood	E2BHK2	Mammalian	26252219		
KP821061	field	El Kebir	blood	E1BHK4	Mammalian	26252219		
KP821062	field	Azrou	blood	KC1	Culicoides	26252219		
KP821063	field	Azrou	blood	KC1	Culicoides	26252219		
KP821064	field	Azrou	blood	KC1	Culicoides	26252219		
KP821065	field	Marrakesh	blood	KC1	Culicoides	26252219		
KP821066	reference	Cyprus		BHK9	Mammalian	26252219		
KP821067	field	Menorca	blood	E1BHK3	Mammalian	26252219		
KP821068	field	Cadiz-Jimena de la Frontera	blood	E1BHK1	Mammalian	26252219		
KP821069	field		blood	E1BHK2	Mammalian	26252219		
KP821070	field	Cadiz-Vejer de la Frontera	blood	E1C6/36 1BHK4	Mammalian	26252219		
KP821071	field	Shambat	blood	E1BHK2	Mammalian	26252219		
KP821072	field	Rosh ha-nikra	spleen	KC2	Culicoides	26252219		
KP821073	field	Aghia Paraskevi- Lesvos	blood	KC1	Culicoides	26252219		
KP821074	field	Staphorst	blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP821075	field		blood	E2CER3BHK2	Mammalian	26252219		
KP821076	reference	Onderstepoort		E2BHK7	Mammalian	26252219		
KP821077	field	Baylham-Ipswich-Suffolk	blood	KC1	Culicoides	26252219		
KP821078	field	Milici-Vlasenica-Srpska	blood	E1BHK3	Mammalian	26252219		
KP821079	field			E1BHK5	Mammalian	26252219		
KP821080	field	Afandou-Rhodes	blood	E2BHK10	Mammalian	26252219		
KP821081	field	Ierissos-Chalkidiki	blood	E2BHK6	Mammalian	26252219		
KP821082	field	Aghia Paraskevi- Lesvos	spleen	KC1	Culicoides	26252219		
KP821083	field	Nissoria-Enna-Sicily	spleen	BHK7	Mammalian	26252219		
KP821084	field	Sadovine-Viti-Pristina	blood	E1BHK2	Mammalian	26252219		
KP821085	field	Sllatina-Podujevo-Pristina	blood	E1BHK4	Mammalian	26252219		
KP821086	field		blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP821087	field		blood	KC2	Culicoides	26252219		
KP821088	reference	Pretoria-Transvaal		E3BHK8	Mammalian	26252219		
KP821089	vaccine	Pretoria-Transvaal		E70BHK2P1BHK3P7BHK6	Mammalian	26252219		
KP821090	field		blood	E1BHK4	Mammalian	26252219		
KP821091	field	Aydin	blood	E1BHK1V2	Mammalian	26252219		
KP821092	field	Manisa		E2BHK9	Mammalian	26252219		
KP821093	field	Aydin	blood	E1BHK1V1BHK1	Mammalian	26252219		
KP821094	field			E2BHK3	Mammalian	26252219		
KP821095	field	Sokolka poviat	blood	KC3BHK1	Culicoides-Mammalian	26252219		
KP821096	field	Smolensk-Galloway-Tsineevo-Veshkovsk-Ugra	blood	E2V3KIDNEY2V1	Mammalian	26252219		
KP821097	field		blood	E1BHK1V2	Mammalian	26252219		
KP821098	field	Yachini		CE1BHK1	Mammalian	26252219		
KP821099	vaccine inactivated					26252219		
KP821100	reference	Pretoria-Transvaal		E1BHK7	Mammalian	26252219		
KP821101	reference	Machadodorp-Transvaal		E2BHK6	Mammalian	26252219		
KP821102	field	Lagruere-Lot et Garonne-Aquitaine	blood	E1BHK4	Mammalian	26252219		
KP821103	field	Romestaing-Lot et Garonne-Aquitaine	blood	E1BHK3	Mammalian	26252219		
KP821104	field	Bieujac-Gironde-Aquitaine	blood	E1BHK3	Mammalian	26252219		
KP821105	Reference	Ermelo-Transvaal-Natal		E1BHK11	Mammalian	26252219		
KP821106	Reference	Ermelo-Onderstepoort		E1LK6BHK6	Mammalian	26252219		
KP821107	field	Ammochostos-Achna	blood	VIBHK4	Mammalian	26252219		
KP821108	field	Athalassa	blood	E1BHK2	Mammalian	26252219		
KP821109	field	Nicosia	blood	KC1	Culicoides	26252219		
KP821110	field	Corsica	blood	E1BHK3	Mammalian	26252219		
KP821111	field	Damatria-Rhodes	blood	E2BHK11	Mammalian	26252219		
KP821112	field	Madamados-Lesvos	blood	KC1	Culicoides	26252219		
KP821113	field	Yokneam		E1BHK4	Mammalian	26252219		
KP821114	field	Ein Kamonim	spleen	E1BHK2	Mammalian	26252219		
KP821115	vaccine	Hazara-West Pakistan		E37P3BHK2V1BHK1	Mammalian	26252219		
KP821116	field	Seferihisar-Ismir		E3BHK9	Mammalian	26252219		
KP821117	field	Berrouaghia-Media	spleen	E1BHK2	Mammalian	26252219		
KP821118	field	Berrouaghia-Media	blood	KC3	Culicoides	26252219		
KP821119	field	Laghouat-Dakhla	blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP821120	field			E1BHK3	Mammalian	26252219		
KP821121	field	Beyrie-en-Bearn-Pyrenees Atlantiques-Aquitaine	blood	E1BHK5	Mammalian	26252219		
KP821122	field	Pinderes-Lot et Garonne-Aquitaine	blood	E1BHK4	Mammalian	26252219		
KP821123	field	Faurilles-Dordogne-Aquitaine	blood	E1BHK3	Mammalian	26252219		
KP821124	field	Pouylebon-Gascony-Midi-Pyrennes	blood	E1BHK3	Mammalian	26252219		
KP821125	field	Camaret sur mer-Finistere-Brittany	blood	E1BHK3	Mammalian	26252219		
KP821126	field		blood	KC2	Culicoides	26252219		
KP821127	field	Agiasos-Achladeri-Lesvos	spleen	BHK5	Mammalian	26252219		
KP821128	field	Smiksi-Grevena	spleen	BHK10	Mammalian	26252219		
KP821129	field	Potamia-Paramithia-Thesprotia	spleen	E1BHK7	Mammalian	26252219		
KP821130	field	Green Mountain	blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP821131	field	Guenfouda-Oujda	blood	E1BSR4BHK2	Mammalian	26252219		
KP821132	field	Khouribga	blood	KC1	Culicoides	26252219		
KP821133	field	Settat	blood	KC1	Culicoides	26252219		
KP821134	field	Rabat	blood	KC1	Culicoides	26252219		
KP821135	field	Kenitra	blood	KC1	Culicoides	26252219		
KP821136	field	Fes	blood	KC1	Culicoides	26252219		
KP821137	field	Fes	blood	KC1	Culicoides	26252219		
KP821138	field	Marrakesh	blood	KC1	Culicoides	26252219		
KP821139	vaccine	Natal		E50P3BHK7	Mammalian	26252219		
KP821140	field	Cordoba	blood	E1C6/36 1BHK4	Mammalian	26252219		
KP821141	field	Pias Vasco	blood	E1C6/36 1BHK3	Mammalian	26252219		
KP821142	field	Asturias	blood	E1C6/36 1BHK4	Mammalian	26252219		
KP821143	field	Galicia	blood	E1C6/36 1BHK5	Mammalian	26252219		
KP821144	field		Culicoides imicola	E2BHK2PP1BHK2	Mammalian	26252219		
KP821145	field		blood	KC1	Culicoides	26252219		
KP821146	field	Corsica		V1BHK5	Mammalian	26252219		
KP821147	field	Corsica	blood	BHK3	Mammalian	26252219		
KP821148	field	Corsica	blood	E1BHK2	Mammalian	26252219		
KP821149	field	Yokneam	spleen	E1BHK5	Mammalian	26252219		
KP821150	field	Novara di Sicilia-Sicily	Culicoides pulicaris	E1BHK5	Mammalian	26252219		
KP821151	field	S.Angelo di Brolo-Sicily	spleen	E1BHK7	Mammalian	26252219		
KP821152	reference	Ermelo-Transvaal		E2BHK7	Mammalian	26252219		
KP821153	vaccine	Transvaal		E50P3BHK5	Mammalian	26252219		
KP821154	field	Sardinia	spleen	E1BHK2	Mammalian	26252219		
KP821155	field	Sardinia	spleen	E1BHK3	Mammalian	26252219		
KP821156	field	Sardinia	blood	E1BHK3	Mammalian	26252219		
KP821157	field		blood	E1BHK2	Mammalian	26252219		
KP821158	field	Nyala	Culicoides spp	LD3BHK5	Mammalian	26252219		
KP821159	field			E1BHK5	Mammalian	26252219		
KP821160	field			BHK?	Mammalian	26252219		
KP821161	reference	Larnaca-Cyprus		E1BHK6	Mammalian	26252219		
KP821162	field		blood	BHK8	Mammalian	26252219		
KP821163	field	Ammochostos	spleen	CPAE1BHK6	Mammalian	26252219		
KP821164	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides	26252219		
KP821165	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides	26252219		
KP821166	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides	26252219		
KP821167	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides	26252219		
KP821168	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides	26252219		
KP821169	field			E?BHK?	Mammalian	26252219		
KP821170	field	Corsica		E1BHK3	Mammalian	26252219		
KP821171	field	Corsica		E1BHK3	Mammalian	26252219		
KP821172	field	Corsica		E1BHK4	Mammalian	26252219		
KP821173	field	Madamados-Lesvos	spleen	E2BHK9	Mammalian	26252219		
KP821174	field	Mandriko-Rhodes	blood	E2BHK6	Mammalian	26252219		
KP821175	field	Keramidi-Magnesia	Culicoides obsoletus	BHK6	Mammalian	26252219		
KP821176	field	Arta	blood	E2BHK5	Mammalian	26252219		
KP821177	field	Kavala	Culicoides obsoletus	BHK7	Mammalian	26252219		
KP821178	field	Rhodes	blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP821179	field	Rhodes	blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP821180	field	Rhodes	blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP821181	field	Elyakim		CE1BHK1	Mammalian	26252219		
KP821182	field	Zde Eliahu	blood	E2BHK2	Mammalian	26252219		
KP821183	field	El Kebir	blood	E1BHK4	Mammalian	26252219		
KP821184	field	Azrou	blood	KC1	Culicoides	26252219		
KP821185	field	Azrou	blood	KC1	Culicoides	26252219		
KP821186	field	Azrou	blood	KC1	Culicoides	26252219		
KP821187	field	Marrakesh	blood	KC1	Culicoides	26252219		
KP821188	reference	Cyprus		BHK9	Mammalian	26252219		
KP821189	field	Menorca	blood	E1BHK3	Mammalian	26252219		
KP821190	field	Cadiz-Jimena de la Frontera	blood	E1BHK1	Mammalian	26252219		
KP821191	field		blood	E1BHK2	Mammalian	26252219		
KP821192	field	Cadiz-Vejer de la Frontera	blood	E1C636 1BHK4	Mammalian	26252219		
KP821193	field	Shambat	blood	E1BHK2	Mammalian	26252219		
KP821194	field	Rosh ha-nikra	spleen	KC2	Culicoides	26252219		
KP821195	field	Aghia Paraskevi- Lesvos	blood	KC1	Culicoides	26252219		
KP821196	field	Staphorst	blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP821197	field		blood	E2CER3BHK2	Mammalian	26252219		
KP821198	reference	Onderstepoort		E2BHK7	Mammalian	26252219		
KP821199	field	Baylham-Ipswich-Suffolk	blood	KC1	Culicoides	26252219		
KP821200	field	Milici-Vlasenica-Srpska	blood	E1BHK3	Mammalian	26252219		
KP821201	field			E1BHK5	Mammalian	26252219		
KP821202	field	Afandou-Rhodes	blood	E2BHK10	Mammalian	26252219		
KP821203	field	Ierissos-Chalkidiki	blood	E2BHK6	Mammalian	26252219		
KP821204	field	Aghia Paraskevi- Lesvos	spleen	KC1	Culicoides	26252219		
KP821205	field	Nissoria-Enna-Sicily	spleen	BHK7	Mammalian	26252219		
KP821206	field	Sadovine-Viti-Pristina	blood	E1BHK2	Mammalian	26252219		
KP821207	field	Sllatina-Podujevo-Pristina	blood	E1BHK4	Mammalian	26252219		
KP821208	field		blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP821209	field		blood	KC2	Culicoides	26252219		
KP821210	reference	Pretoria-Transvaal		E3BHK8	Mammalian	26252219		
KP821211	vaccine	Pretoria-Transvaal		E70BHK2P1BHK3P7BHK6	Mammalian	26252219		
KP821212	field		blood	E1BHK4	Mammalian	26252219		
KP821213	field	Aydin	blood	E1BHK1V2	Mammalian	26252219		
KP821214	field	Manisa		E2BHK9	Mammalian	26252219		
KP821215	field	Aydin	blood	E1BHK1V1BHK1	Mammalian	26252219		
KP821216	field			E2BHK3	Mammalian	26252219		
KP821217	field	Sokolka poviat	blood	KC3BHK1	Culicoides-Mammalian	26252219		
KP821218	field	Smolensk-Galloway-Tsineevo-Veshkovsk-Ugra	blood	E2V3KIDNEY2V1	Mammalian	26252219		
KP821219	field		blood	E1BHK1V2	Mammalian	26252219		
KP821220	field	Yachini		CE1BHK1	Mammalian	26252219		
KP821221	vaccine inactivated					26252219		
KP821222	field	Lagruere-Lot et Garonne-Aquitaine	blood	E1BHK4	Mammalian	26252219		
KP821223	field	Romestaing-Lot et Garonne-Aquitaine	blood	E1BHK3	Mammalian	26252219		
KP821224	field	Bieujac-Gironde-Aquitaine	blood	E1BHK3	Mammalian	26252219		
KP821225	reference	Ermelo-Transvaal-Natal		E1BHK11	Mammalian	26252219		
KP821226	reference	Ermelo-Onderstepoort		E1LK6BHK6	Mammalian	26252219		
KP821227	field	Ammochostos-Achna	blood	VIBHK4	Mammalian	26252219		
KP821228	field	Athalassa	blood	E1BHK2	Mammalian	26252219		
KP821229	field	Nicosia	blood	KC1	Culicoides	26252219		
KP821230	field	Corsica	blood	E1BHK3	Mammalian	26252219		
KP821231	field	Damatria-Rhodes	blood	E2BHK11	Mammalian	26252219		
KP821232	field	Madamados-Lesvos	blood	KC1	Culicoides	26252219		
KP821233	field	Yokneam		E1BHK4	Mammalian	26252219		
KP821234	field	Ein Kamonim	spleen	E1BHK2	Mammalian	26252219		
KP821235	vaccine	Hazara-West Pakistan		E37P3BHK2V1BHK1	Mammalian	26252219		
KP821236	field	Seferihisar-Ismir		E3BHK9	Mammalian	26252219		
KP821237	field	Berrouaghia-Media	spleen	E1BHK2	Mammalian	26252219		
KP821238	field	Berrouaghia-Media	blood	KC3	Culicoides	26252219		
KP821239	field	Laghouat-Dakhla	blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP821240	field			E1BHK3	Mammalian	26252219		
KP821241	field	Beyrie-en-Bearn-Pyrenees Atlantiques-Aquitaine	blood	E1BHK5	Mammalian	26252219		
KP821242	field	Pinderes-Lot et Garonne-Aquitaine	blood	E1BHK4	Mammalian	26252219		
KP821243	field	Faurilles-Dordogne-Aquitaine	blood	E1BHK3	Mammalian	26252219		
KP821244	field	Pouylebon-Gascony-Midi-Pyrennes	blood	E1BHK3	Mammalian	26252219		
KP821245	field	Camaret sur mer-Finistere-Brittany	blood	E1BHK3	Mammalian	26252219		
KP821246	field		blood	KC2	Culicoides	26252219		
KP821247	field	Agiasos-Achladeri-Lesvos	spleen	BHK5	Mammalian	26252219		
KP821248	field	Smiksi-Grevena	spleen	BHK10	Mammalian	26252219		
KP821249	field	Potamia-Paramithia-Thesprotia	spleen	E1BHK7	Mammalian	26252219		
KP821250	field	Green Mountain	blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP821251	field	Guenfouda-Oujda	blood	E1BSR4BHK2	Mammalian	26252219		
KP821252	field	Khouribga	blood	KC1	Culicoides	26252219		
KP821253	field	Settat	blood	KC1	Culicoides	26252219		
KP821254	field	Rabat	blood	KC1	Culicoides	26252219		
KP821255	field	Kenitra	blood	KC1	Culicoides	26252219		
KP821256	field	Fes	blood	KC1	Culicoides	26252219		
KP821257	field	Fes	blood	KC1	Culicoides	26252219		
KP821258	field	Marrakesh	blood	KC1	Culicoides	26252219		
KP821259	vaccine	Natal		E50P3BHK7	Mammalian	26252219		
KP821260	field	Cordoba	blood	E1C6/36 1BHK4	Mammalian	26252219		
KP821261	field	Pias Vasco	blood	E1C6/36 1BHK3	Mammalian	26252219		
KP821262	field	Asturias	blood	E1C6/36 1BHK4	Mammalian	26252219		
KP821263	field	Galicia	blood	E1C6/36 1BHK5	Mammalian	26252219		
KP821264	field		Culicoides imicola	E2BHK2PP1BHK2	Mammalian	26252219		
KP821265	field		blood	KC1	Culicoides	26252219		
KP821266	field	Corsica		V1BHK5	Mammalian	26252219		
KP821267	field	Corsica	blood	BHK3	Mammalian	26252219		
KP821268	field	Corsica	blood	E1BHK2	Mammalian	26252219		
KP821269	field	Yokneam	spleen	E1BHK5	Mammalian	26252219		
KP821270	field	Novara di Sicilia-Sicily	Culicoides pulicaris	E1BHK5	Mammalian	26252219		
KP821271	field	S.Angelo di Brolo-Sicily	spleen	E1BHK7	Mammalian	26252219		
KP821272	reference	Ermelo-Transvaal		E2BHK7	Mammalian	26252219		
KP821273	vaccine	Transvaal		E50P3BHK5	Mammalian	26252219		
KP821274	field	Sardinia	spleen	E1BHK2	Mammalian	26252219		
KP821275	field	Sardinia	spleen	E1BHK3	Mammalian	26252219		
KP821276	field	Sardinia	blood	E1BHK3	Mammalian	26252219		
KP821277	field		blood	E1BHK2	Mammalian	26252219		
KP821278	field	Nyala	Culicoides spp	LD3BHK5	Mammalian	26252219		
KP821279	field			E1BHK5	Mammalian	26252219		
KP821280	field			BHK?	Mammalian	26252219		
KP821281	reference	Larnaca-Cyprus		E1BHK6	Mammalian	26252219		
KP821282	field		blood	BHK8	Mammalian	26252219		
KP821283	field	Ammochostos	spleen	CPAE1BHK6	Mammalian	26252219		
KP821284	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides	26252219		
KP821285	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides	26252219		
KP821286	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides	26252219		
KP821287	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides	26252219		
KP821288	field	Poli Chrysochous-Paphos	blood	KC1	Culicoides	26252219		
KP821289	field			E?BHK?	Mammalian	26252219		
KP821290	field	Corsica		E1BHK3	Mammalian	26252219		
KP821291	field	Corsica		E1BHK3	Mammalian	26252219		
KP821292	field	Corsica		E1BHK4	Mammalian	26252219		
KP821293	field	Madamados-Lesvos	spleen	E2BHK9	Mammalian	26252219		
KP821294	field	Mandriko-Rhodes	blood	E2BHK6	Mammalian	26252219		
KP821295	field	Keramidi-Magnesia	Culicoides obsoletus	BHK6	Mammalian	26252219		
KP821296	field	Arta	blood	E2BHK5	Mammalian	26252219		
KP821297	field	Kavala	Culicoides obsoletus	BHK7	Mammalian	26252219		
KP821298	field	Rhodes	blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP821299	field	Rhodes	blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP821300	field	Rhodes	blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP821301	field	Elyakim		CE1BHK1	Mammalian	26252219		
KP821302	field	Zde Eliahu	blood	E2BHK2	Mammalian	26252219		
KP821303	field	El Kebir	blood	E1BHK4	Mammalian	26252219		
KP821304	field	Azrou	blood	KC1	Culicoides	26252219		
KP821305	field	Azrou	blood	KC1	Culicoides	26252219		
KP821306	field	Azrou	blood	KC1	Culicoides	26252219		
KP821307	field	Marrakesh	blood	KC1	Culicoides	26252219		
KP821308	reference	Cyprus	NULL	BHK9	Mammalian	26252219		
KP821309	field	Menorca	blood	E1BHK3	Mammalian	26252219		
KP821310	field	Cadiz-Jimena de la Frontera	blood	E1BHK1	Mammalian	26252219		
KP821311	field		blood	E1BHK2	Mammalian	26252219		
KP821312	field	Cadiz-Vejer de la Frontera	blood	E1C6/36 1BHK4	Mammalian	26252219		
KP821313	field	Shambat	blood	E1BHK2	Mammalian	26252219		
KP821314	field	Rosh ha-nikra	spleen	KC2	Culicoides	26252219		
KP821315	field	Aghia Paraskevi- Lesvos	blood	KC1	Culicoides	26252219		
KP821316	field	Staphorst	blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP821317	field		blood	E2CER3BHK2	Mammalian	26252219		
KP821318	reference	Onderstepoort		E2BHK7	Mammalian	26252219		
KP821319	field	Baylham-Ipswich-Suffolk	blood	KC1	Culicoides	26252219		
KP821320	field	Milici-Vlasenica-Srpska	blood	E1BHK3	Mammalian	26252219		
KP821321	field			E1BHK5	Mammalian	26252219		
KP821322	field	Afandou-Rhodes	blood	E2BHK10	Mammalian	26252219		
KP821323	field	Ierissos-Chalkidiki	blood	E2BHK6	Mammalian	26252219		
KP821324	field	Aghia Paraskevi- Lesvos	spleen	KC1	Culicoides	26252219		
KP821325	field	Nissoria-Enna-Sicily	spleen	BHK7	Mammalian	26252219		
KP821326	field	Sadovine-Viti-Pristina	blood	E1BHK2	Mammalian	26252219		
KP821327	field	Sllatina-Podujevo-Pristina	blood	E1BHK4	Mammalian	26252219		
KP821328	field		blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP821329	field		blood	KC2	Culicoides	26252219		
KP821330	reference	Pretoria-Transvaal		E3BHK8	Mammalian	26252219		
KP821331	vaccine	Pretoria-Transvaal		E70BHK2P1BHK3P7BHK6	Mammalian	26252219		
KP821332	field		blood	E1BHK4	Mammalian	26252219		
KP821333	field	Aydin	blood	E1BHK1V2	Mammalian	26252219		
KP821334	field	Manisa		E2BHK9	Mammalian	26252219		
KP821335	field	Aydin	blood	E1BHK1V1BHK1	Mammalian	26252219		
KP821336	field			E2BHK3	Mammalian	26252219		
KP821337	field	Sokolka poviat	blood	KC3BHK1	Culicoides-Mammalian	26252219		
KP821338	field	Smolensk-Galloway-Tsineevo-Veshkovsk-Ugra	blood	E2V3KIDNEY2V1	Mammalian	26252219		
KP821339	field		blood	E1BHK1V2	Mammalian	26252219		
KP821340	field	Yachini		CE1BHK1	Mammalian	26252219		
KP821341	vaccine inactivated					26252219		
KP821342	field	Lagruere-Lot et Garonne-Aquitaine		E1BHK4	Mammalian	26252219		
KP821343	field	Romestaing-Lot et Garonne-Aquitaine	blood	E1BHK3	Mammalian	26252219		
KP821344	field	Bieujac-Gironde-Aquitaine	blood	E1BHK3	Mammalian	26252219		
KP821345	reference	Ermelo-Transvaal-Natal		E1BHK11	Mammalian	26252219		
KP821346	reference	Ermelo-Onderstepoort		E1LK6BHK6	Mammalian	26252219		
KP821347	field	Ammochostos-Achna	blood	VIBHK4	Mammalian	26252219		
KP821348	field	Athalassa	blood	E1BHK2	Mammalian	26252219		
KP821349	field	Nicosia	blood	KC1	Culicoides	26252219		
KP821350	field	Corsica	blood	E1BHK3	Mammalian	26252219		
KP821351	field	Damatria-Rhodes	blood	E2BHK11	Mammalian	26252219		
KP821352	field	Madamados-Lesvos	blood	KC1	Culicoides	26252219		
KP821353	field	Yokneam		E1BHK4	Mammalian	26252219		
KP821354	field	Ein Kamonim	spleen	E1BHK2	Mammalian	26252219		
KP821355	vaccine	Hazara-West Pakistan		E37P3BHK2V1BHK1	Mammalian	26252219		
KP821356	field	Seferihisar-Ismir		E3BHK9	Mammalian	26252219		
KP821357	field	Berrouaghia-Media	spleen	E1BHK2	Mammalian	26252219		
KP821358	field	Berrouaghia-Media	blood	KC3	Culicoides	26252219		
KP821359	field	Laghouat-Dakhla	blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP821360	field			E1BHK3	Mammalian	26252219		
KP821361	field	Beyrie-en-Bearn-Pyrenees Atlantiques-Aquitaine	blood	E1BHK5	Mammalian	26252219		
KP821362	field	Pinderes-Lot et Garonne-Aquitaine	blood	E1BHK4	Mammalian	26252219		
KP821363	field	Faurilles-Dordogne-Aquitaine	blood	E1BHK3	Mammalian	26252219		
KP821364	field	Pouylebon-Gascony-Midi-Pyrennes	blood	E1BHK3	Mammalian	26252219		
KP821365	field	Camaret sur mer-Finistere-Brittany	blood	E1BHK3	Mammalian	26252219		
KP821366	field		blood	KC2	Culicoides	26252219		
KP821367	field	Agiasos-Achladeri-Lesvos	spleen	BHK5	Mammalian	26252219		
KP821368	field	Smiksi-Grevena	spleen	BHK10	Mammalian	26252219		
KP821369	field	Potamia-Paramithia-Thesprotia	spleen	E1BHK7	Mammalian	26252219		
KP821370	field	Green Mountain	blood	KC1BHK1	Culicoides-Mammalian	26252219		
KP821371	field	Guenfouda-Oujda	blood	E1BSR4BHK2	Mammalian	26252219		
KP821372	field	Khouribga	blood	KC1	Culicoides	26252219		
KP821373	field	Settat	blood	KC1	Culicoides	26252219		
KP821374	field	Rabat	blood	KC1	Culicoides	26252219		
KP821375	field	Kenitra	blood	KC1	Culicoides	26252219		
KP821376	field	Fes	blood	KC1	Culicoides	26252219		
KP821377	field	Fes	blood	KC1	Culicoides	26252219		
KP821378	field	Marrakesh	blood	KC1	Culicoides	26252219		
